Production_Month,Region,Facility_Type,Operator,Oil_Volume_m3,Gas_Volume_e3m3,Water_Volume_m3,Active_Well_Count,Uptime_Hours
2020-11-01,Athabasca,Oil Sands Facility,Suncrest Oil Inc,23537.0,619.4,42554.6,829,674.7
2020-11-01,Athabasca,Pipeline Terminal,Suncrest Oil Inc,6784.2,4265.7,11134.6,216,726.4
2020-11-01,Athabasca,Compressor Station,Suncrest Oil Inc,4260.8,6027.9,9024.5,146,664.4
2020-11-01,Cold Lake,Battery,Vermilion Fields Corp,7990.1,1831.1,19509.7,283,700.0
2020-11-01,Cold Lake,Gas Plant,Vermilion Fields Corp,2341.9,6338.0,5670.2,77,702.3
2020-11-01,Cold Lake,Oil Sands Facility,Vermilion Fields Corp,19157.9,522.7,31981.9,664,732.8
2020-11-01,Cold Lake,Pipeline Terminal,Vermilion Fields Corp,4844.9,3158.1,11302.5,181,665.1
2020-11-01,Cold Lake,Compressor Station,Vermilion Fields Corp,3210.8,4709.1,7200.5,117,701.2
2020-11-01,Central Alberta,Battery,Crestwood Energy Ltd,3083.3,11149.6,5295.8,141,711.1
2020-11-01,Central Alberta,Gas Plant,Crestwood Energy Ltd,798.8,34112.3,1629.6,43,706.1
2020-11-01,Central Alberta,Oil Sands Facility,Crestwood Energy Ltd,6637.7,2857.4,21183.6,346,698.1
2020-11-01,Central Alberta,Pipeline Terminal,Crestwood Energy Ltd,1849.5,19022.9,3252.7,94,731.6
2020-11-01,Central Alberta,Compressor Station,Crestwood Energy Ltd,1240.7,28713.5,3511.6,63,678.1
2020-11-01,Southern Alberta,Battery,Pemberton Resources Inc,1204.2,12042.0,2367.0,88,698.1
2020-11-01,Southern Alberta,Gas Plant,Pemberton Resources Inc,349.5,41270.2,612.4,26,715.9
2020-11-01,Southern Alberta,Oil Sands Facility,Pemberton Resources Inc,2779.2,3308.6,5125.5,219,665.6
2020-11-01,Southern Alberta,Pipeline Terminal,Pemberton Resources Inc,793.0,22555.4,1387.1,54,722.1
2020-11-01,Southern Alberta,Compressor Station,Pemberton Resources Inc,527.2,33742.6,1312.8,37,707.2
2020-12-01,Peace River,Battery,Crestwood Energy Ltd,4236.8,5901.3,7607.5,198,715.9
2020-12-01,Peace River,Gas Plant,Crestwood Energy Ltd,1310.3,21553.0,3916.4,59,741.3
2020-12-01,Peace River,Oil Sands Facility,Crestwood Energy Ltd,10269.9,1702.9,22210.0,472,677.9
2020-12-01,Peace River,Pipeline Terminal,Crestwood Energy Ltd,2772.3,10983.4,5430.4,120,731.0
2020-12-01,Peace River,Compressor Station,Crestwood Energy Ltd,1775.0,15822.4,5005.8,84,727.8
2020-12-01,Athabasca,Battery,Lakeland Petroleum Ltd,10521.5,2325.8,33240.3,375,711.5
2020-12-01,Athabasca,Gas Plant,Lakeland Petroleum Ltd,2985.8,7794.5,4902.7,110,729.7
2020-12-01,Athabasca,Oil Sands Facility,Lakeland Petroleum Ltd,22656.1,596.2,42789.8,866,686.0
2020-12-01,Athabasca,Pipeline Terminal,Lakeland Petroleum Ltd,6132.2,3855.7,9871.4,235,707.6
2020-12-01,Athabasca,Compressor Station,Lakeland Petroleum Ltd,4123.8,5834.1,7534.2,153,662.6
2020-12-01,Cold Lake,Battery,Clearwater Production Ltd,7528.7,1725.3,14637.4,272,688.6
2020-12-01,Cold Lake,Gas Plant,Clearwater Production Ltd,2084.1,5640.3,5740.8,82,707.7
2020-12-01,Cold Lake,Oil Sands Facility,Clearwater Production Ltd,15995.0,436.4,26938.4,620,711.9
2020-12-01,Cold Lake,Pipeline Terminal,Clearwater Production Ltd,4659.5,3037.3,9483.8,174,700.8
2020-12-01,Cold Lake,Compressor Station,Clearwater Production Ltd,3007.9,4411.5,6127.3,117,669.6
2020-12-01,Central Alberta,Battery,Foothills Gas Co,2710.9,9802.7,5566.0,149,700.9
2020-12-01,Central Alberta,Gas Plant,Foothills Gas Co,817.2,34897.4,1366.9,42,710.3
2020-12-01,Central Alberta,Oil Sands Facility,Foothills Gas Co,5947.8,2560.4,12384.9,332,671.5
2020-12-01,Central Alberta,Pipeline Terminal,Foothills Gas Co,1652.5,16997.4,3511.6,87,722.7
2020-12-01,Central Alberta,Compressor Station,Foothills Gas Co,1088.9,25201.0,2404.7,62,702.0
2020-12-01,Southern Alberta,Battery,Foothills Gas Co,1187.8,11877.9,3432.6,85,732.4
2020-12-01,Southern Alberta,Gas Plant,Foothills Gas Co,309.8,36583.9,505.0,27,732.4
2020-12-01,Southern Alberta,Oil Sands Facility,Foothills Gas Co,2676.0,3185.7,6736.7,212,695.1
2020-12-01,Southern Alberta,Pipeline Terminal,Foothills Gas Co,671.1,19087.9,1096.2,54,727.3
2020-12-01,Southern Alberta,Compressor Station,Foothills Gas Co,480.7,30762.6,1409.0,38,667.4
2021-01-01,Peace River,Battery,Ridgeline Oil Corp,4380.4,6101.3,8714.0,201,704.0
2021-01-01,Peace River,Gas Plant,Ridgeline Oil Corp,1201.1,19756.2,2518.0,57,688.0
2021-01-01,Peace River,Oil Sands Facility,Ridgeline Oil Corp,9297.7,1541.7,22470.4,448,702.8
2021-01-01,Peace River,Pipeline Terminal,Ridgeline Oil Corp,2760.2,10935.8,5959.3,127,728.8
2021-01-01,Peace River,Compressor Station,Ridgeline Oil Corp,1818.0,16206.2,3596.1,80,676.6
2021-01-01,Athabasca,Battery,Northland Energy Corp,9821.4,2171.0,27660.4,368,674.9
2021-01-01,Athabasca,Gas Plant,Northland Energy Corp,2932.0,7654.0,7009.2,108,723.8
2021-01-01,Athabasca,Oil Sands Facility,Northland Energy Corp,22431.0,590.3,69057.1,852,713.4
2021-01-01,Athabasca,Pipeline Terminal,Northland Energy Corp,6157.1,3871.4,18365.4,229,672.7
2021-01-01,Athabasca,Compressor Station,Northland Energy Corp,3790.6,5362.7,8746.9,148,683.1
2021-01-01,Cold Lake,Battery,Prairie Basin Resources,6558.6,1503.0,15817.6,268,698.0
2021-01-01,Cold Lake,Gas Plant,Prairie Basin Resources,1913.1,5177.6,5606.8,76,732.6
2021-01-01,Cold Lake,Oil Sands Facility,Prairie Basin Resources,17128.9,467.3,44261.3,638,698.9
2021-01-01,Cold Lake,Pipeline Terminal,Prairie Basin Resources,4403.9,2870.7,12625.6,177,697.8
2021-01-01,Cold Lake,Compressor Station,Prairie Basin Resources,3040.2,4458.9,8035.1,111,700.0
2021-01-01,Central Alberta,Battery,Ridgeline Oil Corp,2494.5,9020.2,4238.2,139,735.5
2021-01-01,Central Alberta,Gas Plant,Ridgeline Oil Corp,748.2,31950.2,2052.2,42,674.5
2021-01-01,Central Alberta,Oil Sands Facility,Ridgeline Oil Corp,5903.4,2541.3,13580.3,337,703.9
2021-01-01,Central Alberta,Pipeline Terminal,Ridgeline Oil Corp,1560.9,16054.5,3428.6,88,694.3
2021-01-01,Central Alberta,Compressor Station,Ridgeline Oil Corp,1068.0,24717.7,2730.5,62,714.4
2021-01-01,Southern Alberta,Battery,Prairie Basin Resources,1018.0,10179.7,1782.7,89,683.9
2021-01-01,Southern Alberta,Gas Plant,Prairie Basin Resources,326.0,38501.6,864.1,26,733.4
2021-01-01,Southern Alberta,Oil Sands Facility,Prairie Basin Resources,2470.0,2940.4,6255.0,198,689.4
2021-01-01,Southern Alberta,Pipeline Terminal,Prairie Basin Resources,721.8,20529.9,1961.5,54,710.0
2021-01-01,Southern Alberta,Compressor Station,Prairie Basin Resources,479.3,30674.7,1004.3,36,726.5
2021-02-01,Peace River,Battery,Pemberton Resources Inc,4444.6,6190.6,11876.8,205,722.1
2021-02-01,Peace River,Gas Plant,Pemberton Resources Inc,1274.1,20957.9,3111.6,58,695.6
2021-02-01,Peace River,Oil Sands Facility,Pemberton Resources Inc,9742.8,1615.5,21240.8,450,678.0
2021-02-01,Peace River,Pipeline Terminal,Pemberton Resources Inc,2828.0,11204.1,6725.1,121,671.6
2021-02-01,Peace River,Compressor Station,Pemberton Resources Inc,1669.1,14878.7,4925.7,79,724.8
2021-02-01,Athabasca,Battery,Suncrest Oil Inc,10349.1,2287.7,31191.1,345,688.3
2021-02-01,Athabasca,Gas Plant,Suncrest Oil Inc,2990.7,7807.4,5412.2,104,673.6
2021-02-01,Athabasca,Oil Sands Facility,Suncrest Oil Inc,24135.8,635.2,68395.0,871,673.9
2021-02-01,Athabasca,Pipeline Terminal,Suncrest Oil Inc,6124.4,3850.9,13825.1,230,680.0
2021-02-01,Athabasca,Compressor Station,Suncrest Oil Inc,4086.7,5781.6,8401.8,154,697.7
2021-02-01,Cold Lake,Battery,Vermilion Fields Corp,7144.8,1637.3,14969.4,280,699.4
2021-02-01,Cold Lake,Gas Plant,Vermilion Fields Corp,2171.3,5876.4,4752.0,82,742.7
2021-02-01,Cold Lake,Oil Sands Facility,Vermilion Fields Corp,16503.2,450.2,33845.3,626,704.3
2021-02-01,Cold Lake,Pipeline Terminal,Vermilion Fields Corp,4734.5,3086.2,13763.3,175,671.6
2021-02-01,Cold Lake,Compressor Station,Vermilion Fields Corp,2859.2,4193.5,7507.9,117,706.6
2021-02-01,Central Alberta,Battery,Crestwood Energy Ltd,2510.9,9079.5,7415.8,149,683.9
2021-02-01,Central Alberta,Gas Plant,Crestwood Energy Ltd,804.1,34336.3,1637.5,43,672.4
2021-02-01,Central Alberta,Oil Sands Facility,Crestwood Energy Ltd,6149.6,2647.3,19151.5,326,697.9
2021-02-01,Central Alberta,Pipeline Terminal,Crestwood Energy Ltd,1626.8,16732.4,2672.3,86,702.2
2021-02-01,Central Alberta,Compressor Station,Crestwood Energy Ltd,1066.9,24690.1,3404.7,59,662.4
2021-02-01,Southern Alberta,Battery,Pemberton Resources Inc,1161.5,11615.2,3417.9,88,726.5
2021-02-01,Southern Alberta,Gas Plant,Pemberton Resources Inc,303.3,35817.8,624.5,26,718.5
2021-02-01,Southern Alberta,Oil Sands Facility,Pemberton Resources Inc,2426.8,2889.0,6622.4,202,660.4
2021-02-01,Southern Alberta,Pipeline Terminal,Pemberton Resources Inc,644.3,18327.5,1294.7,56,706.1
2021-02-01,Southern Alberta,Compressor Station,Pemberton Resources Inc,471.0,30141.3,1151.3,34,684.2
2021-03-01,Peace River,Battery,Crestwood Energy Ltd,4354.4,6065.0,7299.7,196,726.7
2021-03-01,Peace River,Gas Plant,Crestwood Energy Ltd,1298.6,21359.9,2308.1,60,710.1
2021-03-01,Peace River,Oil Sands Facility,Crestwood Energy Ltd,9743.7,1615.7,23624.6,451,672.1
2021-03-01,Peace River,Pipeline Terminal,Crestwood Energy Ltd,2771.7,10981.2,7161.2,120,695.0
2021-03-01,Peace River,Compressor Station,Crestwood Energy Ltd,1909.2,17019.4,3316.2,86,665.7
2021-03-01,Athabasca,Battery,Lakeland Petroleum Ltd,10457.8,2311.7,25221.3,379,706.5
2021-03-01,Athabasca,Gas Plant,Lakeland Petroleum Ltd,2992.5,7812.0,7039.0,106,742.4
2021-03-01,Athabasca,Oil Sands Facility,Lakeland Petroleum Ltd,23474.4,617.7,38169.1,868,689.0
2021-03-01,Athabasca,Pipeline Terminal,Lakeland Petroleum Ltd,6724.8,4228.3,17519.5,232,721.8
2021-03-01,Athabasca,Compressor Station,Lakeland Petroleum Ltd,4239.8,5998.2,7084.4,151,728.3
2021-03-01,Cold Lake,Battery,Clearwater Production Ltd,7125.8,1633.0,20284.5,269,718.4
2021-03-01,Cold Lake,Gas Plant,Clearwater Production Ltd,2217.6,6001.5,6427.5,75,725.2
2021-03-01,Cold Lake,Oil Sands Facility,Clearwater Production Ltd,17316.0,472.4,35835.6,601,676.8
2021-03-01,Cold Lake,Pipeline Terminal,Clearwater Production Ltd,4366.6,2846.4,13507.6,169,743.1
2021-03-01,Cold Lake,Compressor Station,Clearwater Production Ltd,3129.3,4589.7,6275.2,115,676.1
2021-03-01,Central Alberta,Battery,Foothills Gas Co,2727.2,9861.7,7770.7,147,687.9
2021-03-01,Central Alberta,Gas Plant,Foothills Gas Co,769.0,32839.8,1683.2,43,722.4
2021-03-01,Central Alberta,Oil Sands Facility,Foothills Gas Co,6852.2,2949.8,15202.5,348,701.7
2021-03-01,Central Alberta,Pipeline Terminal,Foothills Gas Co,1738.7,17883.9,5353.3,89,727.3
2021-03-01,Central Alberta,Compressor Station,Foothills Gas Co,1196.4,27688.3,2065.3,60,729.1
2021-03-01,Southern Alberta,Battery,Foothills Gas Co,1150.4,11503.9,2431.9,82,715.5
2021-03-01,Southern Alberta,Gas Plant,Foothills Gas Co,324.4,38307.1,831.8,24,717.9
2021-03-01,Southern Alberta,Oil Sands Facility,Foothills Gas Co,2611.8,3109.3,4355.9,208,689.6
2021-03-01,Southern Alberta,Pipeline Terminal,Foothills Gas Co,764.3,21739.2,1558.6,56,739.6
2021-03-01,Southern Alberta,Compressor Station,Foothills Gas Co,448.0,28669.3,1173.8,35,727.3
2021-04-01,Peace River,Battery,Ridgeline Oil Corp,4767.8,6640.9,14896.8,190,711.0
2021-04-01,Peace River,Gas Plant,Ridgeline Oil Corp,1410.0,23192.5,2334.5,55,725.4
2021-04-01,Peace River,Oil Sands Facility,Ridgeline Oil Corp,10649.3,1765.8,23562.3,464,710.8
2021-04-01,Peace River,Pipeline Terminal,Ridgeline Oil Corp,2979.7,11805.5,9291.1,122,724.1
2021-04-01,Peace River,Compressor Station,Ridgeline Oil Corp,1958.0,17453.9,4791.5,81,714.6
2021-04-01,Athabasca,Battery,Northland Energy Corp,10461.5,2312.5,18637.3,369,701.9
2021-04-01,Athabasca,Gas Plant,Northland Energy Corp,3112.1,8124.1,7776.1,102,681.9
2021-04-01,Athabasca,Oil Sands Facility,Northland Energy Corp,25106.5,660.7,80194.8,824,737.0
2021-04-01,Athabasca,Pipeline Terminal,Northland Energy Corp,6767.6,4255.3,12156.1,233,698.0
2021-04-01,Athabasca,Compressor Station,Northland Energy Corp,4769.4,6747.5,11027.7,144,717.3
2021-04-01,Cold Lake,Battery,Prairie Basin Resources,8110.6,1858.7,17124.2,264,665.5
2021-04-01,Cold Lake,Gas Plant,Prairie Basin Resources,2269.8,6142.7,6868.7,81,719.8
2021-04-01,Cold Lake,Oil Sands Facility,Prairie Basin Resources,19131.4,521.9,50130.4,645,702.7
2021-04-01,Cold Lake,Pipeline Terminal,Prairie Basin Resources,4578.9,2984.8,8798.7,161,726.4
2021-04-01,Cold Lake,Compressor Station,Prairie Basin Resources,3009.7,4414.2,7483.4,110,727.5
2021-04-01,Central Alberta,Battery,Ridgeline Oil Corp,2896.0,10472.2,7469.1,135,686.0
2021-04-01,Central Alberta,Gas Plant,Ridgeline Oil Corp,897.3,38316.6,2467.7,41,724.6
2021-04-01,Central Alberta,Oil Sands Facility,Ridgeline Oil Corp,7012.5,3018.8,12047.5,345,714.0
2021-04-01,Central Alberta,Pipeline Terminal,Ridgeline Oil Corp,1784.4,18354.1,4796.8,87,733.7
2021-04-01,Central Alberta,Compressor Station,Ridgeline Oil Corp,1245.0,28813.1,3266.5,57,741.2
2021-04-01,Southern Alberta,Battery,Prairie Basin Resources,1166.3,11663.4,3565.5,81,670.4
2021-04-01,Southern Alberta,Gas Plant,Prairie Basin Resources,326.7,38586.5,608.8,24,719.6
2021-04-01,Southern Alberta,Oil Sands Facility,Prairie Basin Resources,2688.2,3200.2,8348.1,206,731.1
2021-04-01,Southern Alberta,Pipeline Terminal,Prairie Basin Resources,710.2,20201.6,1857.9,53,670.5
2021-04-01,Southern Alberta,Compressor Station,Prairie Basin Resources,477.1,30531.9,1170.6,35,674.2
2021-05-01,Peace River,Battery,Pemberton Resources Inc,5169.8,7200.7,9547.1,200,720.5
2021-05-01,Peace River,Gas Plant,Pemberton Resources Inc,1441.0,23702.2,4248.1,57,729.3
2021-05-01,Peace River,Oil Sands Facility,Pemberton Resources Inc,10610.3,1759.4,17748.3,466,708.4
2021-05-01,Peace River,Pipeline Terminal,Pemberton Resources Inc,3107.4,12311.0,8785.0,122,713.7
2021-05-01,Peace River,Compressor Station,Pemberton Resources Inc,2028.1,18078.9,5280.1,80,740.4
2021-05-01,Athabasca,Battery,Suncrest Oil Inc,11344.7,2507.8,32757.8,366,685.0
2021-05-01,Athabasca,Gas Plant,Suncrest Oil Inc,3118.5,8140.9,5288.5,104,700.7
2021-05-01,Athabasca,Oil Sands Facility,Suncrest Oil Inc,25434.8,669.3,65384.1,824,720.3
2021-05-01,Athabasca,Pipeline Terminal,Suncrest Oil Inc,7340.4,4615.5,21854.2,235,671.0
2021-05-01,Athabasca,Compressor Station,Suncrest Oil Inc,4652.4,6581.9,11624.7,147,699.2
2021-05-01,Cold Lake,Battery,Vermilion Fields Corp,7819.2,1791.9,15612.4,256,684.4
2021-05-01,Cold Lake,Gas Plant,Vermilion Fields Corp,2319.1,6276.3,5994.0,75,732.7
2021-05-01,Cold Lake,Oil Sands Facility,Vermilion Fields Corp,17960.2,490.0,38145.6,627,686.3
2021-05-01,Cold Lake,Pipeline Terminal,Vermilion Fields Corp,5237.5,3414.1,12555.5,167,701.9
2021-05-01,Cold Lake,Compressor Station,Vermilion Fields Corp,3277.3,4806.8,5365.2,116,702.5
2021-05-01,Central Alberta,Battery,Crestwood Energy Ltd,3190.4,11536.6,6202.9,138,664.2
2021-05-01,Central Alberta,Gas Plant,Crestwood Energy Ltd,872.8,37273.5,2628.6,41,699.5
2021-05-01,Central Alberta,Oil Sands Facility,Crestwood Energy Ltd,7023.6,3023.5,20758.1,324,734.1
2021-05-01,Central Alberta,Pipeline Terminal,Crestwood Energy Ltd,1931.3,19864.9,5450.5,86,693.6
2021-05-01,Central Alberta,Compressor Station,Crestwood Energy Ltd,1260.1,29161.7,2408.6,58,666.2
2021-05-01,Southern Alberta,Battery,Pemberton Resources Inc,1223.4,12234.0,3453.7,82,743.1
2021-05-01,Southern Alberta,Gas Plant,Pemberton Resources Inc,365.6,43178.0,654.5,25,693.1
2021-05-01,Southern Alberta,Oil Sands Facility,Pemberton Resources Inc,2970.7,3536.5,6364.8,204,723.4
2021-05-01,Southern Alberta,Pipeline Terminal,Pemberton Resources Inc,732.0,20820.6,1767.5,52,663.8
2021-05-01,Southern Alberta,Compressor Station,Pemberton Resources Inc,483.6,30947.8,1031.5,34,698.4
2021-06-01,Peace River,Battery,Crestwood Energy Ltd,5064.8,7054.5,12281.2,192,711.5
2021-06-01,Peace River,Gas Plant,Crestwood Energy Ltd,1386.8,22811.3,4416.9,58,685.1
2021-06-01,Peace River,Oil Sands Facility,Crestwood Energy Ltd,11377.8,1886.6,33283.1,459,719.5
2021-06-01,Peace River,Pipeline Terminal,Crestwood Energy Ltd,3031.6,12011.1,8807.4,120,716.6
2021-06-01,Peace River,Compressor Station,Crestwood Energy Ltd,2219.1,19781.6,5623.0,84,720.9
2021-06-01,Athabasca,Battery,Lakeland Petroleum Ltd,11987.1,2649.8,19690.4,358,741.2
2021-06-01,Athabasca,Gas Plant,Lakeland Petroleum Ltd,3541.5,9245.1,10064.4,105,720.6
2021-06-01,Athabasca,Oil Sands Facility,Lakeland Petroleum Ltd,27571.2,725.6,51635.9,849,712.1
2021-06-01,Athabasca,Pipeline Terminal,Lakeland Petroleum Ltd,7648.4,4809.1,14045.8,228,662.7
2021-06-01,Athabasca,Compressor Station,Lakeland Petroleum Ltd,5171.9,7316.9,9184.4,142,686.4
2021-06-01,Cold Lake,Battery,Clearwater Production Ltd,7864.3,1802.2,21271.4,263,725.1
2021-06-01,Cold Lake,Gas Plant,Clearwater Production Ltd,2553.4,6910.4,7651.3,79,665.2
2021-06-01,Cold Lake,Oil Sands Facility,Clearwater Production Ltd,18314.0,499.6,35378.0,608,715.6
2021-06-01,Cold Lake,Pipeline Terminal,Clearwater Production Ltd,5185.8,3380.4,10900.6,160,736.6
2021-06-01,Cold Lake,Compressor Station,Clearwater Production Ltd,3368.9,4941.0,7299.9,113,720.6
2021-06-01,Central Alberta,Battery,Foothills Gas Co,3115.5,11265.8,8440.8,140,676.2
2021-06-01,Central Alberta,Gas Plant,Foothills Gas Co,859.2,36691.2,2141.9,39,741.7
2021-06-01,Central Alberta,Oil Sands Facility,Foothills Gas Co,6924.5,2980.9,14281.1,314,719.2
2021-06-01,Central Alberta,Pipeline Terminal,Foothills Gas Co,1860.0,19131.2,4014.0,90,726.8
2021-06-01,Central Alberta,Compressor Station,Foothills Gas Co,1232.2,28517.1,2211.8,58,691.9
2021-06-01,Southern Alberta,Battery,Foothills Gas Co,1326.8,13267.6,3860.2,86,727.6
2021-06-01,Southern Alberta,Gas Plant,Foothills Gas Co,352.0,41564.7,725.2,24,689.1
2021-06-01,Southern Alberta,Oil Sands Facility,Foothills Gas Co,2877.4,3425.4,5784.5,193,677.0
2021-06-01,Southern Alberta,Pipeline Terminal,Foothills Gas Co,781.2,22220.5,2416.1,52,671.5
2021-06-01,Southern Alberta,Compressor Station,Foothills Gas Co,526.4,33688.5,1336.5,33,716.3
2021-07-01,Peace River,Battery,Ridgeline Oil Corp,5133.4,7150.1,13453.2,186,694.7
2021-07-01,Peace River,Gas Plant,Ridgeline Oil Corp,1536.1,25267.9,2704.9,58,660.4
2021-07-01,Peace River,Oil Sands Facility,Ridgeline Oil Corp,12010.3,1991.5,37070.5,451,738.5
2021-07-01,Peace River,Pipeline Terminal,Ridgeline Oil Corp,3363.7,13326.9,7951.5,118,741.0
2021-07-01,Peace River,Compressor Station,Ridgeline Oil Corp,2076.4,18509.2,5468.1,84,667.5
2021-07-01,Athabasca,Battery,Northland Energy Corp,12110.6,2677.1,29746.6,366,738.7
2021-07-01,Athabasca,Gas Plant,Northland Energy Corp,3698.2,9654.3,6953.0,108,674.8
2021-07-01,Athabasca,Oil Sands Facility,Northland Energy Corp,29610.8,779.2,94620.6,828,701.6
2021-07-01,Athabasca,Pipeline Terminal,Northland Energy Corp,7949.3,4998.3,24956.1,233,733.6
2021-07-01,Athabasca,Compressor Station,Northland Energy Corp,4651.1,6580.1,11668.4,143,742.6
2021-07-01,Cold Lake,Battery,Prairie Basin Resources,8195.9,1878.2,26083.9,264,701.5
2021-07-01,Cold Lake,Gas Plant,Prairie Basin Resources,2616.1,7080.2,7748.1,76,676.2
2021-07-01,Cold Lake,Oil Sands Facility,Prairie Basin Resources,18649.1,508.8,34687.2,613,681.6
2021-07-01,Cold Lake,Pipeline Terminal,Prairie Basin Resources,5049.7,3291.6,14031.0,169,707.7
2021-07-01,Cold Lake,Compressor Station,Prairie Basin Resources,3648.0,5350.4,6861.1,113,735.4
2021-07-01,Central Alberta,Battery,Ridgeline Oil Corp,3254.9,11769.8,7891.3,131,716.2
2021-07-01,Central Alberta,Gas Plant,Ridgeline Oil Corp,867.7,37055.0,1583.5,39,680.8
2021-07-01,Central Alberta,Oil Sands Facility,Ridgeline Oil Corp,7019.0,3021.6,13875.4,329,740.1
2021-07-01,Central Alberta,Pipeline Terminal,Ridgeline Oil Corp,1891.3,19453.3,5213.6,81,714.9
2021-07-01,Central Alberta,Compressor Station,Ridgeline Oil Corp,1331.8,30822.1,2263.3,55,685.8
2021-07-01,Southern Alberta,Battery,Prairie Basin Resources,1246.3,12463.1,2996.1,85,719.1
2021-07-01,Southern Alberta,Gas Plant,Prairie Basin Resources,358.6,42353.1,641.1,24,684.8
2021-07-01,Southern Alberta,Oil Sands Facility,Prairie Basin Resources,2994.4,3564.7,5840.9,184,672.9
2021-07-01,Southern Alberta,Pipeline Terminal,Prairie Basin Resources,816.8,23232.6,2098.5,50,706.1
2021-07-01,Southern Alberta,Compressor Station,Prairie Basin Resources,524.1,33543.3,1289.3,34,678.3
2021-08-01,Peace River,Battery,Pemberton Resources Inc,4820.7,6714.5,13534.5,201,666.9
2021-08-01,Peace River,Gas Plant,Pemberton Resources Inc,1446.7,23796.7,3943.7,54,707.4
2021-08-01,Peace River,Oil Sands Facility,Pemberton Resources Inc,10945.1,1814.9,27102.7,454,708.1
2021-08-01,Peace River,Pipeline Terminal,Pemberton Resources Inc,2970.2,11767.8,6311.6,121,669.8
2021-08-01,Peace River,Compressor Station,Pemberton Resources Inc,1996.4,17796.1,5057.0,77,702.9
2021-08-01,Athabasca,Battery,Suncrest Oil Inc,12250.2,2707.9,28487.7,358,698.4
2021-08-01,Athabasca,Gas Plant,Suncrest Oil Inc,3212.9,8387.4,7517.6,107,720.8
2021-08-01,Athabasca,Oil Sands Facility,Suncrest Oil Inc,27000.6,710.5,78472.5,856,708.6
2021-08-01,Athabasca,Pipeline Terminal,Suncrest Oil Inc,6872.0,4320.9,14783.4,214,743.5
2021-08-01,Athabasca,Compressor Station,Suncrest Oil Inc,5190.5,7343.2,8878.0,155,662.7
2021-08-01,Cold Lake,Battery,Vermilion Fields Corp,8140.7,1865.6,23041.1,269,742.2
2021-08-01,Cold Lake,Gas Plant,Vermilion Fields Corp,2454.2,6641.9,5577.4,80,692.1
2021-08-01,Cold Lake,Oil Sands Facility,Vermilion Fields Corp,20236.1,552.1,61736.9,604,717.3
2021-08-01,Cold Lake,Pipeline Terminal,Vermilion Fields Corp,5270.4,3435.5,12980.4,166,689.2
2021-08-01,Cold Lake,Compressor Station,Vermilion Fields Corp,3281.1,4812.3,8070.2,109,721.1
2021-08-01,Central Alberta,Battery,Crestwood Energy Ltd,2910.2,10523.6,4672.5,129,685.1
2021-08-01,Central Alberta,Gas Plant,Crestwood Energy Ltd,904.5,38627.9,2235.1,39,729.2
2021-08-01,Central Alberta,Oil Sands Facility,Crestwood Energy Ltd,6815.1,2933.8,14678.7,311,738.7
2021-08-01,Central Alberta,Pipeline Terminal,Crestwood Energy Ltd,1952.0,20077.4,3475.6,87,695.2
2021-08-01,Central Alberta,Compressor Station,Crestwood Energy Ltd,1308.6,30283.8,3944.1,54,677.3
2021-08-01,Southern Alberta,Battery,Pemberton Resources Inc,1156.5,11565.3,1912.5,81,719.1
2021-08-01,Southern Alberta,Gas Plant,Pemberton Resources Inc,334.7,39527.7,932.1,23,679.7
2021-08-01,Southern Alberta,Oil Sands Facility,Pemberton Resources Inc,2745.1,3268.0,8185.8,180,702.3
2021-08-01,Southern Alberta,Pipeline Terminal,Pemberton Resources Inc,743.0,21134.9,2158.6,51,686.8
2021-08-01,Southern Alberta,Compressor Station,Pemberton Resources Inc,517.4,33113.9,1384.6,33,685.3
2021-09-01,Peace River,Battery,Crestwood Energy Ltd,4596.2,6401.9,12209.1,188,685.2
2021-09-01,Peace River,Gas Plant,Crestwood Energy Ltd,1324.3,21783.4,4128.7,58,736.6
2021-09-01,Peace River,Oil Sands Facility,Crestwood Energy Ltd,11487.4,1904.8,26231.7,452,741.7
2021-09-01,Peace River,Pipeline Terminal,Crestwood Energy Ltd,3210.6,12720.0,8585.6,124,686.8
2021-09-01,Peace River,Compressor Station,Crestwood Energy Ltd,1992.1,17758.6,3663.0,79,723.4
2021-09-01,Athabasca,Battery,Lakeland Petroleum Ltd,11348.4,2508.6,33579.3,350,719.4
2021-09-01,Athabasca,Gas Plant,Lakeland Petroleum Ltd,3464.5,9044.2,10613.8,104,741.3
2021-09-01,Athabasca,Oil Sands Facility,Lakeland Petroleum Ltd,26791.4,705.0,48614.3,812,677.1
2021-09-01,Athabasca,Pipeline Terminal,Lakeland Petroleum Ltd,7265.4,4568.3,22345.2,231,667.8
2021-09-01,Athabasca,Compressor Station,Lakeland Petroleum Ltd,4895.3,6925.6,9324.4,145,716.6
2021-09-01,Cold Lake,Battery,Clearwater Production Ltd,8081.4,1852.0,24226.4,252,724.0
2021-09-01,Cold Lake,Gas Plant,Clearwater Production Ltd,2396.6,6486.0,5977.5,75,733.0
2021-09-01,Cold Lake,Oil Sands Facility,Clearwater Production Ltd,18154.1,495.3,56844.7,578,738.7
2021-09-01,Cold Lake,Pipeline Terminal,Clearwater Production Ltd,5301.3,3455.6,9477.2,171,700.2
2021-09-01,Cold Lake,Compressor Station,Clearwater Production Ltd,3199.8,4693.1,8214.0,105,736.9
